130 130
1 -0.000142653 3.17213e-06 9.67761e-07 2.06717e-07 1.47134e-07 -1.25934e-05 -4.18657e-05 -1.2303e-06 -7.54326e-09 -4.20342e-09 0 0 0 -1.05402e-09 -5.13202e-12 -6.47378e-08 -0.00421819 0 -4.01435e-09 0 0 0 0 0 0.7812 0 0 0 0 1.03676 0 0 0 0 1.38915 0 0 0 0 1.18844 0 0 0 0 0.962069 0 0 0 0 0.668505 0 0 0 0 0.40627 0 0 0 0 0.191204 0 0 0 0 0.0972206 0 0 0 0 0.116831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-6.31029e-07 1.00015 -0.000428884 -1.24529e-06 -3.46404e-07 -1.26628e-07 -0.000163457 -1.59002e-07 -1.23894e-12 -7.54326e-07 -4.20342e-09 0 0 0 -4.27748e-09 -2.0827e-11 -4.63661e-07 -0.000307043 0 -9.6173e-11 0 0 0 0 0 -0.720168 -0.0830881 0 0 0 -1.19876 -0.162961 0 0 0 -1.33127 -0.216264 0 0 0 -1.21673 -0.230306 0 0 0 -0.930236 -0.20774 0 0 0 -0.612796 -0.162573 0 0 0 -0.361834 -0.111914 0 0 0 -0.185229 -0.0683113 0 0 0 -0.0850681 -0.0370897 0 0 0 -0.0292076 -0.0180265 0 0 0 -0.0115763 -0.00747763 0 0 0 0 -0.00434723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.09667e-07 -5.61361e-06 1.05034 -0.0753684 8.87101e-07 4.00821e-07 -0.000315772 -1.5896e-07 -2.03732e-18 -1.50865e-06 -4.20342e-09 0 0 0 -1.08828e-09 -5.29883e-12 -5.36574e-07 -0.00204841 0 1.79096e-10 0 0 0 0 0 0 0.0830495 0.0239369 0 0 0 0.162961 0.0139964 0 0 0 0.216264 -0.0182402 0 0 0 0.230306 -0.0530172 0 0 0 0.20774 -0.0741984 0 0 0 0.162573 -0.0763679 0 0 0 0.111906 -0.0638895 0 0 0 0.0684081 -0.0453119 0 0 0 0.0368473 -0.0278839 0 0 0 0.0233857 -0.0183612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.421e-08 4.75331e-07 -0.0499177 1.07537 -0.00100485 1.81395e-06 -0.000523881 -1.5896e-07 0 -2.53927e-06 -4.20342e-09 0 0 0 4.06779e-09 1.9806e-11 7.72345e-07 0.000848761 0 -6.72983e-10 0 0 0 0 0 0 0 -0.0238651 0.136658 0 0 0 -0.0139964 0.218948 0 0 0 0.0182402 0.233423 0 0 0 0.0530172 0.203522 0 0 0 0.0741984 0.15693 0 0 0 0.0763679 0.0887136 0 0 0 0.0638895 0.0538999 0 0 0 0.0453119 0.0231977 0 0 0 0.0278839 0 0 0 0 0.0183612 0.023814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.95641e-09 -5.72528e-09 -9.39362e-08 -5.1094e-06 1.00101 -0.00104175 -0.000113867 -1.5896e-07 0 -5.08732e-07 -4.20342e-09 0 0 0 1.69444e-09 8.25018e-12 2.27179e-07 -0.00015244 0 -5.82546e-11 0 0 0 0 0 0 0 0 -0.128117 0.0449037 0 0 0 -0.205263 0.0738608 0 0 0 -0.227587 0.0826973 0 0 0 -0.20013 0.0749193 0 0 0 -0.148631 0.0578207 0 0 0 -0.0942582 0.0397058 0 0 0 -0.0518787 0.0230579 0 0 0 -0.0246476 0.0114346 0 0 0 -0.0101891 0.00498403 0 0 0 -0.00446512 0 0 0 0 -0.0029784 0 0 0 0 0 0 0 0 0 0.0189957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.19435e-10 -1.77376e-08 -2.99542e-08 -1.16327e-07 -3.228e-06 1.00104 -2.63737e-05 -1.5896e-07 0 -7.54326e-08 -4.20342e-09 0 0 0 6.5756e-10 3.20165e-12 6.54493e-08 -4.57016e-05 0 -4.06593e-12 0 0 0 0 0 0 0 0 0 -0.0447634 0 0 0 0 -0.0740706 0 0 0 0 -0.0834993 0 0 0 0 -0.0757129 0 0 0 0 -0.0581895 0 0 0 0 -0.0387569 0 0 0 0 -0.0226576 0 0 0 0 -0.0115367 0 0 0 0 -0.00513978 0 0 0 0 -0.00197719 0 0 0 0 0 0 0 0 0 -0.00140839 0 0 0 0 0.0037198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5.6379e-08 5.6379e-08 5.6379e-08 5.6379e-08 5.63789e-08 5.63709e-08 1.00116 -4.0753e-05 -1.2303e-06 5.39396e-06 2.52205e-08 2.47725e-11 2.18493e-11 0 0 0 0 -0.00242886 0 -3.36647e-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-5.6379e-08 -5.6379e-08 -5.6379e-08 -5.6379e-08 -5.63789e-08 -5.63709e-08 -0.00102241 1.00005 1.2303e-06 -5.39396e-06 2.52205e-08 0 0 1.34533e-07 0 0 0 0.00407312 0 3.13539e-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-5.6379e-08 -5.6379e-08 -5.6379e-08 -5.6379e-08 -5.63789e-08 -5.6379e-08 -1.46354e-07 4.17067e-05 1 0 0 -1.23863e-11 -1.09247e-11 0 0 0 0 0.00417594 0 4.0166e-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 -8.08598e-12 0.00108918 -6.30801e-06 0 1.00001 0 0 0 -6.72665e-08 0 0 0 0.000924955 0 7.65673e-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
