48 48
2.83227e+06 0 0 0 1e+06 2.08333e+06 -3333.33 0 0 0 1e+06 0 0 0 0 0 0 0 -2.8e+06 0 0 0 0 0 -28935.2 0 0 0 0 2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1.63545e+06 0 -2e+06 0 5.55556e+06 0 -6666.67 0 -2e+06 0 0 0 0 0 0 0 0 0 -30864.2 0 0 0 5.55556e+06 0 -1.59792e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1.72437e+06 -2.08333e+06 -2.77778e+06 0 0 0 -1.68e+06 0 0 0 0 0 0 0 0 0 0 0 -15432.1 0 -2.77778e+06 0 0 0 -28935.2 -2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -2e+06 -2.08333e+06 1.00333e+09 0 0 0 2e+06 0 4e+08 0 0 0 0 0 0 0 0 0 0 0 -3.33333e+06 0 0 0 0 2.08333e+06 1e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1e+06 0 -2.77778e+06 0 1.0675e+09 0 -1e+06 0 0 0 2e+08 0 0 0 0 0 0 0 0 0 2.77778e+06 0 3.33333e+08 0 0 0 0 0 -833333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.08333e+06 5.55556e+06 0 0 0 1.53533e+09 0 0 0 0 0 -2e+06 0 0 0 0 0 0 0 -5.55556e+06 0 0 0 6.66667e+08 -2.08333e+06 0 0 0 0 1e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-3333.33 0 0 0 -1e+06 0 2.83227e+06 0 0 0 -1e+06 2.08333e+06 -2.8e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 0 0 0 0 2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0
0 -6666.67 0 2e+06 0 0 0 1.63545e+06 0 2e+06 0 5.55556e+06 0 -30864.2 0 0 0 5.55556e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.59792e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -1.68e+06 0 0 0 0 0 1.72437e+06 -2.08333e+06 -2.77778e+06 0 0 0 -15432.1 0 -2.77778e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 -2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -2e+06 0 4e+08 0 0 0 2e+06 -2.08333e+06 1.00333e+09 0 0 0 0 0 -3.33333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333e+06 1e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1e+06 0 0 0 2e+08 0 -1e+06 0 -2.77778e+06 0 1.0675e+09 0 0 0 2.77778e+06 0 3.33333e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -833333 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 -2e+06 2.08333e+06 5.55556e+06 0 0 0 1.53533e+09 0 -5.55556e+06 0 0 0 6.66667e+08 0 0 0 0 0 0 0 0 0 0 0 0 -2.08333e+06 0 0 0 0 1e+08 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 -2.8e+06 0 0 0 0 0 2.8361e+06 0 0 0 -2.14928e+06 2.35916e+06 -3333.33 0 0 0 -1e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 0 0 0 0 2.08333e+06 -3830.95 0 0 0 -1.14928e+06 275828
0 0 0 0 0 0 0 -30864.2 0 0 0 -5.55556e+06 0 1.76741e+06 517922 4.29857e+06 0 -5.55556e+06 0 -6666.67 0 2e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.59792e+06 0 0 0 0 0 -131963 -517922 2.29857e+06 0 0
0 0 0 0 0 0 0 0 -15432.1 0 2.77778e+06 0 0 517922 3.89004e+06 -2.63499e+06 2.77778e+06 0 0 0 -1.68e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 -2.08333e+06 0 0 0 -517922 -2.16567e+06 -551657 0 0
0 0 0 0 0 0 0 0 0 -3.33333e+06 0 0 0 4.29857e+06 -2.63499e+06 1.97572e+09 0 0 0 -2e+06 0 4e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333e+06 1e+08 0 0 0 -2.29857e+06 551657 4.86194e+08 0 0
0 0 0 0 0 0 0 0 -2.77778e+06 0 3.33333e+08 0 -2.14928e+06 0 2.77778e+06 0 1.52735e+09 -1.0978e+08 1e+06 0 0 0 2e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -833333 0 1.14928e+06 0 0 0 2.29725e+08 -5.57174e+07
0 0 0 0 0 0 0 5.55556e+06 0 0 0 6.66667e+08 2.35916e+06 -5.55556e+06 0 0 -1.0978e+08 1.56411e+09 0 0 0 0 0 -2e+06 0 0 0 0 0 0 0 0 0 0 0 0 -2.08333e+06 0 0 0 0 1e+08 -275828 0 0 0 -5.57174e+07 1.09412e+07
-2.8e+06 0 0 0 0 0 0 0 0 0 0 0 -3333.33 0 0 0 1e+06 0 2.83227e+06 0 0 0 1e+06 2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 0 0 0 0 2.08333e+06
0 -30864.2 0 0 0 -5.55556e+06 0 0 0 0 0 0 0 -6666.67 0 -2e+06 0 0 0 1.63545e+06 0 -2e+06 0 -5.55556e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.59792e+06 0 0 0 0
0 0 -15432.1 0 2.77778e+06 0 0 0 0 0 0 0 0 0 -1.68e+06 0 0 0 0 0 1.72437e+06 -2.08333e+06 2.77778e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 -2.08333e+06 0 0
0 0 0 -3.33333e+06 0 0 0 0 0 0 0 0 0 2e+06 0 4e+08 0 0 0 -2e+06 -2.08333e+06 1.00333e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333e+06 1e+08 0 0
0 0 -2.77778e+06 0 3.33333e+08 0 0 0 0 0 0 0 -1e+06 0 0 0 2e+08 0 1e+06 0 2.77778e+06 0 1.0675e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -833333 0
0 5.55556e+06 0 0 0 6.66667e+08 0 0 0 0 0 0 0 0 0 0 0 -2e+06 2.08333e+06 -5.55556e+06 0 0 0 1.53533e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.08333e+06 0 0 0 0 1e+08
-28935.2 0 0 0 0 -2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60879.6 0 0 0 1.25e+06 416667 -4166.67 0 0 0 1.25e+06 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -1.59792e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.37292e+06 0 -2.5e+06 0 0 0 -8333.33 0 -2.5e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -28935.2 2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.41171e+06 -416667 0 0 0 0 -2.355e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -2.08333e+06 1e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.5e+06 -416667 1.5e+09 0 0 0 2.5e+06 0 5e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 -833333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25e+06 0 0 0 5.01833e+08 0 -1.25e+06 0 0 0 2.5e+08 0 0 0 0 0 0 0 0 0 0 0 0 0
2.08333e+06 0 0 0 0 1e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 416667 0 0 0 0 5.025e+08 0 0 0 0 0 -2.5e+06 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 -28935.2 0 0 0 0 -2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 -4166.67 0 0 0 -1.25e+06 0 3.98588e+06 0 0 0 -1.25e+06 416667 -3.925e+06 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 -1.59792e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8333.33 0 2.5e+06 0 0 0 3.4115e+06 0 2.5e+06 0 6.94444e+06 0 -38580.2 0 0 0 6.94444e+06 0 0 0 0 0 0
0 0 0 0 0 0 0 0 -28935.2 2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.355e+06 0 0 0 0 0 2.431e+06 -416667 -3.47222e+06 0 0 0 -19290.1 0 -3.47222e+06 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 -2.08333e+06 1e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.5e+06 0 5e+08 0 0 0 2.5e+06 -416667 1.50417e+09 0 0 0 0 0 -4.16667e+06 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 -833333 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25e+06 0 0 0 2.5e+08 0 -1.25e+06 0 -3.47222e+06 0 1.33517e+09 0 0 0 3.47222e+06 0 4.16667e+08 0 0 0 0 0 0 0
0 0 0 0 0 0 2.08333e+06 0 0 0 0 1e+08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.5e+06 416667 6.94444e+06 0 0 0 2.16917e+09 0 -6.94444e+06 0 0 0 8.33333e+08 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 0 0 0 0 -2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 -3.925e+06 0 0 0 0 0 3.98588e+06 0 0 0 -1.25e+06 416667 -4166.67 0 0 0 -1.25e+06 0
0 0 0 0 0 0 0 0 0 0 0 0 0 -1.59792e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -38580.2 0 0 0 -6.94444e+06 0 3.4115e+06 0 2.5e+06 0 -6.94444e+06 0 -8333.33 0 2.5e+06 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 -28935.2 2.08333e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -19290.1 0 3.47222e+06 0 0 0 2.431e+06 -416667 3.47222e+06 0 0 0 -2.355e+06 0 0 0
