132 132
1996.03 567.516 775.419 0 0 -801.654 -1386.47 0 0 0 0 0 -1.23387 0 0 0 0 -592.259 -490.41 -489.974 0 0 0 -209.395 -58.9556 -38.7709 -387.709 1.45519e-11 6055.38 -605.538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
567.516 1996.03 775.419 0 0 801.654 0 -1.23387 0 0 0 592.259 0 -1386.47 0 0 0 0 -489.974 -490.41 0 0 0 209.395 -38.7709 -58.9556 -387.709 -6055.38 -1.45519e-11 605.538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
775.419 775.419 7797.46 801.654 -801.654 0 0 0 -1.23387 0 -592.259 0 0 0 -1.23387 592.259 0 0 0 0 -0.43624 209.395 -209.395 0 -387.709 -387.709 -3897.28 605.538 -605.538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 801.654 5.51811e+06 -145965 -387544 0 0 0 -75809.1 0 0 0 0 -592.259 189523 0 0 0 0 -209.395 40203.9 -93809 0 1.45519e-11 6055.38 -605.538 1.21834e+06 -16955.1 -169551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -801.654 -145965 5.51811e+06 -387544 0 0 592.259 0 189523 0 0 0 0 0 -75809.1 0 0 0 209.395 -93809 40203.9 0 -6055.38 -1.45519e-11 605.538 -16955.1 1.21834e+06 -169551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-801.654 801.654 0 -387544 -387544 2.09186e+06 0 -592.259 0 0 0 189523 592.259 0 0 0 0 189523 209.395 -209.395 0 0 0 134013 605.538 -605.538 0 -169551 -169551 -460209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1386.47 0 0 0 0 0 3068.64 -709.445 -1532.38 0 1022.16 -1619.38 -490.41 489.974 0 0 0 -209.395 -1.23387 0 0 0 0 -592.259 -1066.17 70.9647 709.647 0 511.081 -51.1081 -58.9556 38.7709 387.709 -1.45519e-11 6055.38 -605.538 0 0 0 0 0 0 -6.43458 70.9647 47.3098 0 511.081 -766.622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -1.23387 0 0 0 -592.259 -709.445 3068.64 1532.38 -1022.16 0 -1619.38 489.974 -490.41 0 0 0 -209.395 0 -1386.47 0 0 0 0 70.9647 -6.43458 -47.3098 -511.081 0 -766.622 38.7709 -58.9556 -387.709 -6055.38 1.45519e-11 -605.538 0 0 0 0 0 0 70.9647 -1066.17 -709.647 -511.081 0 -51.1081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -1.23387 0 592.259 0 -1532.38 1532.38 8747.07 1619.38 1619.38 0 0 0 -0.43624 209.395 209.395 0 0 0 -1.23387 592.259 0 0 709.647 -47.3098 -474.802 51.1081 766.622 8.67362e-19 387.709 -387.709 -3897.28 605.538 605.538 0 0 0 0 0 0 0 47.3098 -709.647 -474.802 766.622 51.1081 -8.67362e-19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 -75809.1 0 0 0 -1022.16 1619.38 6.48139e+06 195029 649218 0 0 -209.395 40203.9 93809 0 0 0 -592.259 189523 0 0 0 511.081 -51.1081 11243.8 21465.4 214654 -1.45519e-11 6055.38 -605.538 1.21834e+06 16955.1 169551 0 0 0 0 0 0 0 511.081 -766.622 331794 21465.4 14310.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
