30 30
-948.101 23349.7 4.73127 0 0 0 0 0 0 0 946.255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-7.1785e+06 -2.46134e+07 35670.2 0 0 0 0 0 0 0 7.13404e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.73127 -3005.16 -3120.86 29954 15.5221 0 0 0 0 0 0 0 3104.41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35742.6 1.29344e+07 -3.25008e+06 -1.00351e+07 15956.3 0 0 0 0 0 0 0 3.19127e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 15.5221 -7865.89 -5972.08 17473.3 29.6613 0 0 0 0 0 0 0 5932.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 16287.8 6.33309e+06 -1.63958e+06 -4.11822e+06 8048.15 0 0 0 0 0 0 0 1.60963e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 29.6613 -270.76 -5947.55 11.7884 29.42 0 0 0 0 0 0 0 5883.99 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 8700.09 -73466.7 -1.37406e+06 -6047.23 6790.96 0 0 0 0 0 0 0 1.35819e+06 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 29.42 0 -5971.36 18213.8 0 0 0 0 0 0 0 0 5949.18 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 6790.96 707.303 -1.33237e+06 -2.50598e+06 0 0 0 0 0 0 0 0 1.31825e+06 0 0 0 0 0 0 0 0 0 0 0
946.255 -3680.72 0 0 0 0 0 0 0 0 -2780.74 25797.3 4.40605 0 0 0 0 0 0 0 1835.86 0 0 0 0 0 0 0 0 0
7.13413e+06 6.14954e+06 0 0 0 0 0 0 0 0 -7.71821e+06 -9.24072e+06 1380.78 0 0 0 0 0 0 0 575326 0 0 0 0 0 0 0 0 0
0 0 3104.41 -5228.44 0 0 0 0 0 0 4.40605 -115.89 -4784.86 18.1394 3.99634 0 0 0 0 0 0 0 1665.14 0 0 0 0 0 0 0
0 0 3.19149e+06 -1.16103e+06 0 0 0 0 0 0 1448.07 230274 -3.58083e+06 -8458.55 925.586 0 0 0 0 0 0 0 385661 0 0 0 0 0 0 0
0 0 0 0 5932.25 -40.8176 0 0 0 0 0 0 3.99634 0 -7661.05 18.3162 4.1132 0 0 0 0 0 0 0 1713.83 0 0 0 0 0
0 0 0 0 1.60973e+06 -11075.3 0 0 0 0 0 0 925.586 107.386 -2.00165e+06 -8406.69 932.656 0 0 0 0 0 0 0 388606 0 0 0 0 0
0 0 0 0 0 0 5883.99 0 0 0 0 0 0 0 4.1132 0 -7696.62 18.1049 4.31387 0 0 0 0 0 0 0 1797.44 0 0 0
0 0 0 0 0 0 1.35819e+06 77.9688 0 0 0 0 0 0 932.656 106.746 -1.76823e+06 -8286.9 975.836 0 0 0 0 0 0 0 406598 0 0 0
0 0 0 0 0 0 0 0 5949.18 -249.693 0 0 0 0 0 0 4.31387 0 -7803.45 27213.7 0 0 0 0 0 0 0 0 1860.86 0
0 0 0 0 0 0 0 0 1.31894e+06 -55328.3 0 0 0 0 0 0 975.836 105.615 -1.7424e+06 -3.78625e+06 0 0 0 0 0 0 0 0 412629 0
0 0 0 0 0 0 0 0 0 0 1835.86 -686.57 0 0 0 0 0 0 0 0 -1873.02 30.6899 25.5191 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 575725 712536 0 0 0 0 0 0 0 0 -583908 -14220.9 5892.59 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1665.14 0 0 0 0 0 0 0 25.5191 0 -1728.23 31.0379 25.9793 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 385661 261.581 0 0 0 0 0 0 5892.59 520.419 -400061 -14640.5 5883.18 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1713.83 0 0 0 0 0 0 0 25.9793 0 -1778.57 30.6178 27.3347 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 388606 80.7232 0 0 0 0 0 0 5883.18 706.088 -403257 -14459.4 6182.88 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1797.44 0 0 0 0 0 0 0 27.3347 0 -1864.79 30.1841 28.7391 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 406598 51.7003 0 0 0 0 0 0 6182.88 710.156 -421830 -14269 6500.19 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1860.86 -272.686 0 0 0 0 0 0 28.7391 0 -1871.44 44912.5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 413382 -60465.5 0 0 0 0 0 0 6500.19 714.93 -436930 -6.39918e+06
